Commuter,Origen,Origen_LA,Destination,Destination_LA,Travel_time
1425,(house 165),Salford,(place 1226),Manchester,26
1943,(place 1226),Manchester,(house 579),Manchester,13
1281,(place 1226),Manchester,(place 1228),Bury,28
2692,(place 1232),Oldham,(place 1238),Trafford,35
3398,(place 1234),Rochdale,(house 735),Oldham,23
2056,(house 1209),Tameside,(house 1209),Tameside,2
2267,(place 1229),Tameside,(house 1104),Tameside,7
3339,(place 1231),Oldham,(house 844),Oldham,10
2877,(place 1231),Oldham,(place 1234),Rochdale,14
2070,(house 1193),Tameside,(house 1193),Tameside,2
2289,(place 1225),Manchester,(place 1225),Manchester,2
2142,(house 1215),Tameside,(place 1229),Tameside,6
3299,(place 1234),Rochdale,(house 772),Oldham,18
1666,(place 1234),Rochdale,(place 1236),Salford,42
1677,(house 673),Manchester,(place 1235),Salford,38
3094,(place 1226),Manchester,(place 1226),Manchester,2
1886,(place 1232),Oldham,(place 1228),Bury,21
1753,(place 1230),Tameside,(place 1230),Tameside,2
2984,(place 1233),Rochdale,(place 1231),Oldham,18
2627,(place 1233),Rochdale,(place 1235),Salford,39
1895,(place 1230),Tameside,(place 1225),Manchester,15
2181,(place 1230),Tameside,(house 1144),Tameside,17
1810,(house 460),Manchester,(house 460),Manchester,2
1785,(house 605),Manchester,(house 605),Manchester,2
1553,(place 1233),Rochdale,(place 1235),Salford,39
2119,(place 1229),Tameside,(place 1229),Tameside,2
1729,(place 1232),Oldham,(place 1227),Bury,42
1829,(house 440),Manchester,(place 1231),Oldham,17
1925,(place 1235),Salford,(place 1232),Oldham,28
2518,(house 894),Bury,(house 894),Bury,2
2102,(house 1196),Tameside,(house 1196),Tameside,2
2250,(house 1171),Tameside,(place 1230),Tameside,11
3243,(house 717),Oldham,(place 1236),Salford,28
1827,(house 513),Manchester,(place 1225),Manchester,6
2193,(house 1198),Tameside,(place 1229),Tameside,14
1904,(place 1233),Rochdale,(place 1233),Rochdale,2
1645,(house 569),Manchester,(house 569),Manchester,2
2341,(house 862),Bury,(place 1235),Salford,32
2336,(place 1235),Salford,(house 868),Bury,37
2050,(house 1117),Tameside,(house 1117),Tameside,2
3213,(house 760),Oldham,(place 1237),Trafford,29
2188,(house 1117),Tameside,(place 1230),Tameside,11
2230,(house 1199),Tameside,(place 1230),Tameside,10
2419,(place 1237),Trafford,(house 944),Bury,50
1933,(house 669),Manchester,(place 1228),Bury,13
2148,(place 1230),Tameside,(house 1113),Tameside,10
1976,(place 1227),Bury,(place 1232),Oldham,21
2077,(house 1144),Tameside,(place 1225),Manchester,11
1722,(place 1232),Oldham,(house 520),Manchester,37
1585,(house 398),Manchester,(place 1228),Bury,10
2058,(place 1225),Manchester,(place 1225),Manchester,2
1270,(place 1236),Salford,(place 1236),Salford,2
2096,(house 1197),Tameside,(house 1197),Tameside,2
1927,(place 1232),Oldham,(place 1234),Rochdale,26
1756,(place 1238),Trafford,(place 1238),Trafford,2
3315,(place 1228),Bury,(place 1232),Oldham,47
3369,(house 800),Oldham,(place 1233),Rochdale,14
1833,(place 1229),Tameside,(place 1225),Manchester,19
2239,(place 1229),Tameside,(house 1149),Tameside,9
2031,(place 1230),Tameside,(house 1176),Tameside,16
1260,(place 1234),Rochdale,(place 1228),Bury,47
1651,(place 1231),Oldham,(house 523),Manchester,50
2141,(place 1230),Tameside,(place 1225),Manchester,14
3038,(place 1228),Bury,(place 1231),Oldham,43
1653,(house 676),Manchester,(place 1228),Bury,13
3404,(place 1233),Rochdale,(house 782),Oldham,15
1460,(place 1234),Rochdale,(place 1228),Bury,37
3150,(place 1238),Trafford,(place 1237),Trafford,12
3078,(house 1024),Rochdale,(house 1024),Rochdale,2
1825,(house 539),Manchester,(place 1225),Manchester,8
2033,(place 1230),Tameside,(place 1230),Tameside,2
1412,(place 1232),Oldham,(place 1233),Rochdale,24
1416,(house 138),Salford,(place 1237),Trafford,21
3039,(place 1235),Salford,(house 1005),Rochdale,35
2441,(place 1236),Salford,(place 1227),Bury,23
1737,(house 584),Manchester,(place 1237),Trafford,98
1399,(place 1236),Salford,(place 1233),Rochdale,86
2074,(house 1136),Tameside,(place 1225),Manchester,13
2236,(house 1135),Tameside,(place 1229),Tameside,6
2137,(place 1229),Tameside,(place 1229),Tameside,2
1999,(place 1229),Tameside,(place 1225),Manchester,14
1995,(place 1230),Tameside,(place 1230),Tameside,2
1707,(house 543),Manchester,(house 543),Manchester,2
1869,(place 1226),Manchester,(place 1226),Manchester,2
2918,(place 1227),Bury,(place 1235),Salford,30
2775,(house 305),Trafford,(place 1238),Trafford,14
2089,(house 1217),Tameside,(house 1217),Tameside,2
3253,(place 1238),Trafford,(place 1228),Bury,32
2819,(house 252),Trafford,(place 1231),Oldham,41
2092,(place 1229),Tameside,(house 1154),Tameside,10
1393,(place 1228),Bury,(place 1238),Trafford,27
2038,(house 1196),Tameside,(place 1230),Tameside,13
3009,(house 1043),Rochdale,(place 1232),Oldham,33
1609,(house 433),Manchester,(place 1225),Manchester,4
1509,(house 200),Salford,(house 200),Salford,2
2026,(place 1229),Tameside,(house 1130),Tameside,7
1422,(place 1226),Manchester,(house 145),Salford,28
2271,(place 1229),Tameside,(house 1166),Tameside,12
1395,(place 1228),Bury,(place 1228),Bury,2
3041,(house 1015),Rochdale,(house 1015),Rochdale,2
1801,(house 620),Manchester,(house 620),Manchester,2
2455,(house 879),Bury,(place 1233),Rochdale,98
2171,(place 1225),Manchester,(place 1230),Tameside,15
1442,(place 1226),Manchester,(place 1232),Oldham,29
1852,(house 480),Manchester,(place 1233),Rochdale,98
1862,(house 422),Manchester,(place 1225),Manchester,6
1431,(place 1227),Bury,(place 1236),Salford,23
1667,(place 1229),Tameside,(place 1230),Tameside,8
2218,(place 1229),Tameside,(house 1128),Tameside,8
2256,(place 1230),Tameside,(house 1199),Tameside,10
2250,(place 1230),Tameside,(place 1230),Tameside,2
3166,(place 1230),Tameside,(place 1229),Tameside,43
1844,(place 1237),Trafford,(place 1235),Salford,21
2251,(place 1237),Trafford,(place 1236),Salford,20
3116,(place 1232),Oldham,(house 960),Rochdale,29
2239,(house 1149),Tameside,(house 1149),Tameside,2
2433,(place 1232),Oldham,(place 1238),Trafford,30
3055,(place 1237),Trafford,(place 1227),Bury,22
2149,(place 1225),Manchester,(place 1230),Tameside,17
1828,(place 1227),Bury,(place 1237),Trafford,22
1393,(place 1238),Trafford,(place 1238),Trafford,2
3125,(place 1232),Oldham,(place 1231),Oldham,41
2082,(house 1163),Tameside,(place 1230),Tameside,15
2138,(house 1219),Tameside,(house 1219),Tameside,8
2271,(house 1166),Tameside,(house 1166),Tameside,2
2341,(place 1235),Salford,(place 1235),Salford,2
2868,(place 1238),Trafford,(place 1226),Manchester,26
1343,(place 1228),Bury,(place 1236),Salford,25
2152,(place 1229),Tameside,(house 1192),Tameside,13
1864,(house 461),Manchester,(place 1232),Oldham,99
2209,(house 1118),Tameside,(house 1118),Tameside,2
3086,(place 1227),Bury,(place 1232),Oldham,18
1615,(place 1228),Bury,(place 1226),Manchester,27
1658,(place 1231),Oldham,(place 1237),Trafford,30
1425,(place 1226),Manchester,(place 1226),Manchester,2
2211,(place 1225),Manchester,(house 1199),Tameside,13
2289,(place 1225),Manchester,(place 1225),Manchester,2
1708,(place 1229),Tameside,(house 543),Manchester,14
1494,(house 167),Salford,(place 1236),Salford,11
3350,(place 1230),Tameside,(place 1229),Tameside,43
3204,(place 1233),Rochdale,(place 1237),Trafford,35
2179,(place 1230),Tameside,(house 1118),Tameside,11
2073,(place 1230),Tameside,(house 1131),Tameside,10
1827,(place 1225),Manchester,(place 1225),Manchester,2
3252,(place 1228),Bury,(place 1232),Oldham,21
1826,(place 1230),Tameside,(house 503),Manchester,17
2943,(place 1226),Manchester,(place 1234),Rochdale,44
2058,(place 1225),Manchester,(place 1225),Manchester,2
1400,(house 169),Salford,(place 1238),Trafford,27
2667,(place 1231),Oldham,(place 1235),Salford,34
2441,(place 1227),Bury,(place 1227),Bury,2
1667,(place 1230),Tameside,(place 1230),Tameside,2
3094,(place 1226),Manchester,(place 1226),Manchester,2
2032,(place 1230),Tameside,(house 1182),Tameside,17
2206,(place 1230),Tameside,(house 1182),Tameside,17
2074,(place 1225),Manchester,(place 1225),Manchester,2
1753,(place 1230),Tameside,(place 1230),Tameside,2
2715,(place 1236),Salford,(place 1237),Trafford,25
2244,(place 1230),Tameside,(house 1118),Tameside,11
2172,(place 1229),Tameside,(house 1150),Tameside,12
2064,(place 1225),Manchester,(house 1157),Tameside,12
2070,(house 1193),Tameside,(house 1193),Tameside,2
1430,(place 1236),Salford,(place 1234),Rochdale,42
3041,(house 1015),Rochdale,(house 1015),Rochdale,2
1491,(house 138),Salford,(place 1237),Trafford,21
2863,(house 1062),Rochdale,(place 1235),Salford,41
3047,(place 1234),Rochdale,(place 1231),Oldham,60
3378,(house 722),Oldham,(place 1235),Salford,69
1900,(place 1228),Bury,(place 1226),Manchester,42
2161,(place 1229),Tameside,(house 1108),Tameside,13
3146,(place 1236),Salford,(place 1227),Bury,23
2302,(place 1233),Rochdale,(place 1232),Oldham,29
2336,(house 868),Bury,(house 868),Bury,2
1309,(house 155),Salford,(place 1231),Oldham,44
3246,(place 1231),Oldham,(place 1233),Rochdale,56
2132,(house 1204),Tameside,(place 1230),Tameside,9
1707,(house 543),Manchester,(house 543),Manchester,2
3396,(place 1235),Salford,(place 1234),Rochdale,43
1646,(place 1229),Tameside,(house 541),Manchester,50
1833,(place 1225),Manchester,(place 1225),Manchester,2
1951,(house 461),Manchester,(place 1232),Oldham,99
2913,(place 1236),Salford,(place 1235),Salford,5
2762,(place 1235),Salford,(place 1231),Oldham,65
2078,(house 1201),Tameside,(house 1201),Tameside,2
2148,(house 1113),Tameside,(house 1113),Tameside,2
1723,(place 1226),Manchester,(house 544),Manchester,5
1636,(place 1238),Trafford,(house 619),Manchester,28
2188,(place 1230),Tameside,(place 1230),Tameside,2
1709,(place 1228),Bury,(place 1237),Trafford,23
1698,(place 1237),Trafford,(place 1236),Salford,39
2160,(house 1171),Tameside,(place 1229),Tameside,9
2006,(house 677),Manchester,(place 1228),Bury,33
1609,(place 1225),Manchester,(place 1225),Manchester,2
2053,(house 1106),Tameside,(place 1225),Manchester,11
1292,(house 170),Salford,(place 1235),Salford,8
2901,(house 1035),Rochdale,(place 1226),Manchester,38
1568,(house 606),Manchester,(place 1232),Oldham,99
2337,(place 1228),Bury,(place 1231),Oldham,30
1785,(house 605),Manchester,(house 605),Manchester,2
2979,(place 1226),Manchester,(place 1235),Salford,34
2134,(house 1216),Tameside,(place 1230),Tameside,14
1961,(place 1238),Trafford,(place 1235),Salford,51
3248,(house 715),Oldham,(place 1228),Bury,32
3039,(house 1005),Rochdale,(house 1005),Rochdale,2
2050,(house 1117),Tameside,(house 1117),Tameside,2
3299,(house 772),Oldham,(house 772),Oldham,2
1849,(place 1229),Tameside,(house 629),Manchester,13
2142,(place 1229),Tameside,(place 1229),Tameside,2
2267,(house 1104),Tameside,(house 1104),Tameside,2
2119,(place 1229),Tameside,(place 1229),Tameside,2
1645,(house 569),Manchester,(house 569),Manchester,2
1429,(house 231),Salford,(place 1235),Salford,8
3213,(place 1237),Trafford,(place 1237),Trafford,2
1902,(place 1236),Salford,(place 1238),Trafford,25
1264,(place 1237),Trafford,(place 1227),Bury,19
3339,(house 844),Oldham,(house 844),Oldham,2
3214,(place 1237),Trafford,(house 792),Oldham,28
2173,(place 1229),Tameside,(house 1145),Tameside,10
2102,(house 1196),Tameside,(house 1196),Tameside,2
1296,(place 1228),Bury,(house 218),Salford,20
2033,(place 1230),Tameside,(place 1230),Tameside,2
2676,(house 274),Trafford,(place 1236),Salford,99
2814,(house 260),Trafford,(place 1227),Bury,18
3390,(place 1234),Rochdale,(house 763),Oldham,46
2726,(place 1232),Oldham,(place 1232),Oldham,2
1962,(place 1238),Trafford,(place 1226),Manchester,26
2225,(house 1139),Tameside,(place 1230),Tameside,20
2236,(place 1229),Tameside,(place 1229),Tameside,2
1397,(place 1226),Manchester,(place 1233),Rochdale,66
3334,(place 1237),Trafford,(place 1226),Manchester,42
2122,(place 1236),Salford,(house 1121),Tameside,31
1338,(place 1234),Rochdale,(place 1228),Bury,37
2379,(place 1232),Oldham,(place 1231),Oldham,24
1927,(place 1234),Rochdale,(place 1234),Rochdale,2
1646,(house 541),Manchester,(house 541),Manchester,2
2119,(place 1229),Tameside,(place 1229),Tameside,2
1414,(place 1231),Oldham,(place 1234),Rochdale,34
1826,(house 503),Manchester,(house 503),Manchester,2
2261,(place 1230),Tameside,(house 1089),Tameside,12
1686,(place 1228),Bury,(place 1226),Manchester,30
3339,(house 844),Oldham,(house 844),Oldham,2
2009,(place 1225),Manchester,(house 620),Manchester,7
2319,(place 1231),Oldham,(place 1227),Bury,33
3213,(place 1237),Trafford,(place 1237),Trafford,2
1860,(place 1230),Tameside,(place 1229),Tameside,10
3293,(place 1226),Manchester,(house 726),Oldham,48
2027,(place 1225),Manchester,(house 1124),Tameside,14
2369,(place 1238),Trafford,(place 1236),Salford,41
2074,(place 1225),Manchester,(place 1225),Manchester,2
2209,(house 1118),Tameside,(house 1118),Tameside,2
2148,(house 1113),Tameside,(house 1113),Tameside,2
2591,(place 1237),Trafford,(house 312),Trafford,5
2053,(place 1225),Manchester,(place 1225),Manchester,2
1574,(place 1233),Rochdale,(place 1226),Manchester,47
2134,(place 1230),Tameside,(place 1230),Tameside,2
2179,(house 1118),Tameside,(house 1118),Tameside,2
1367,(place 1235),Salford,(place 1227),Bury,23
2163,(place 1225),Manchester,(house 1205),Tameside,17
3141,(place 1227),Bury,(house 732),Oldham,26
2169,(house 1162),Tameside,(place 1225),Manchester,11
2256,(house 1199),Tameside,(house 1199),Tameside,2
2100,(place 1229),Tameside,(house 1097),Tameside,9
2876,(house 1035),Rochdale,(place 1231),Oldham,8
2473,(place 1238),Trafford,(house 886),Bury,27
2244,(house 1118),Tameside,(house 1118),Tameside,2
1523,(place 1226),Manchester,(place 1237),Trafford,20
2085,(house 1110),Tameside,(place 1229),Tameside,8
2892,(place 1226),Manchester,(place 1234),Rochdale,45
2033,(place 1230),Tameside,(place 1230),Tameside,2
2413,(place 1238),Trafford,(place 1234),Rochdale,60
1689,(place 1236),Salford,(place 1231),Oldham,34
1430,(place 1234),Rochdale,(place 1234),Rochdale,2
2221,(house 1202),Tameside,(place 1230),Tameside,9
3256,(place 1234),Rochdale,(house 722),Oldham,15
2236,(place 1229),Tameside,(place 1229),Tameside,2
2082,(place 1230),Tameside,(place 1230),Tameside,2
1707,(house 543),Manchester,(house 543),Manchester,2
2268,(place 1225),Manchester,(house 1161),Tameside,51
3294,(house 749),Oldham,(place 1227),Bury,26
2645,(house 357),Trafford,(place 1231),Oldham,27
2233,(house 1117),Tameside,(place 1225),Manchester,10
2184,(house 1097),Tameside,(place 1225),Manchester,14
2337,(place 1231),Oldham,(place 1231),Oldham,2
3329,(place 1226),Manchester,(place 1228),Bury,32
1247,(place 1231),Oldham,(house 115),Salford,51
1698,(place 1236),Salford,(place 1236),Salford,2
3111,(place 1238),Trafford,(house 1063),Rochdale,44
1891,(place 1228),Bury,(place 1232),Oldham,35
2703,(place 1238),Trafford,(house 385),Trafford,8
2045,(house 1119),Tameside,(place 1230),Tameside,12
2032,(house 1182),Tameside,(house 1182),Tameside,2
2070,(house 1193),Tameside,(house 1193),Tameside,2
1763,(place 1232),Oldham,(place 1235),Salford,27
2188,(place 1230),Tameside,(place 1230),Tameside,2
2289,(place 1225),Manchester,(place 1225),Manchester,2
3350,(place 1229),Tameside,(place 1229),Tameside,2
2756,(place 1231),Oldham,(house 337),Trafford,51
1298,(place 1236),Salford,(place 1235),Salford,5
1772,(place 1238),Trafford,(place 1232),Oldham,50
2115,(house 1179),Tameside,(place 1230),Tameside,9
2222,(house 1091),Tameside,(place 1230),Tameside,8
2044,(place 1230),Tameside,(house 1184),Tameside,10
1342,(place 1228),Bury,(place 1235),Salford,25
2807,(place 1233),Rochdale,(place 1228),Bury,37
2829,(place 1232),Oldham,(place 1228),Bury,21
3094,(place 1226),Manchester,(place 1226),Manchester,2
1616,(place 1232),Oldham,(place 1238),Trafford,30
1846,(place 1234),Rochdale,(place 1232),Oldham,22
2196,(place 1234),Rochdale,(place 1236),Salford,44
2398,(house 866),Bury,(place 1228),Bury,9
2436,(house 957),Bury,(place 1233),Rochdale,43
2225,(place 1230),Tameside,(place 1230),Tameside,2
1400,(place 1238),Trafford,(place 1238),Trafford,2
1855,(house 566),Manchester,(place 1227),Bury,19
3069,(house 1029),Rochdale,(place 1226),Manchester,39
2165,(place 1234),Rochdale,(place 1237),Trafford,38
2706,(house 377),Trafford,(place 1238),Trafford,9
1864,(place 1232),Oldham,(place 1232),Oldham,2
1844,(place 1235),Salford,(place 1235),Salford,2
2101,(place 1230),Tameside,(house 1171),Tameside,11
2667,(place 1235),Salford,(place 1235),Salford,2
2267,(house 1104),Tameside,(house 1104),Tameside,2
3346,(place 1226),Manchester,(place 1233),Rochdale,42
2132,(place 1230),Tameside,(place 1230),Tameside,2
2066,(house 1130),Tameside,(place 1230),Tameside,9
2260,(place 1229),Tameside,(house 1135),Tameside,6
2102,(house 1196),Tameside,(house 1196),Tameside,2
2458,(place 1227),Bury,(place 1232),Oldham,21
2435,(place 1227),Bury,(place 1226),Manchester,25
2172,(house 1150),Tameside,(house 1150),Tameside,2
1708,(house 543),Manchester,(house 543),Manchester,2
2536,(house 897),Bury,(place 1237),Trafford,58
2798,(place 1236),Salford,(place 1234),Rochdale,62
2078,(house 1201),Tameside,(house 1201),Tameside,2
2676,(place 1236),Salford,(place 1236),Salford,2
2686,(place 1237),Trafford,(place 1226),Manchester,21
1780,(place 1228),Bury,(place 1236),Salford,25
1935,(place 1227),Bury,(place 1236),Salford,23
1939,(house 390),Manchester,(place 1234),Rochdale,100
2658,(house 316),Trafford,(place 1236),Salford,20
2098,(place 1225),Manchester,(house 1126),Tameside,31
1376,(place 1233),Rochdale,(house 163),Salford,42
2836,(place 1226),Manchester,(place 1232),Oldham,33
2131,(place 1225),Manchester,(house 1145),Tameside,6
1256,(place 1235),Salford,(place 1226),Manchester,26
1370,(house 232),Salford,(place 1238),Trafford,101
2172,(house 1150),Tameside,(house 1150),Tameside,2
2924,(place 1238),Trafford,(place 1231),Oldham,35
2289,(place 1225),Manchester,(place 1225),Manchester,2
2651,(house 352),Trafford,(place 1237),Trafford,6
2175,(house 1102),Tameside,(place 1225),Manchester,34
2731,(place 1228),Bury,(place 1235),Salford,34
1767,(place 1233),Rochdale,(house 479),Manchester,36
1826,(house 503),Manchester,(house 503),Manchester,2
1263,(place 1226),Manchester,(place 1233),Rochdale,41
1581,(place 1237),Trafford,(place 1236),Salford,23
2554,(place 1233),Rochdale,(place 1231),Oldham,11
1350,(place 1235),Salford,(house 141),Salford,7
2222,(place 1230),Tameside,(place 1230),Tameside,2
2756,(house 337),Trafford,(house 337),Trafford,2
2882,(place 1233),Rochdale,(place 1232),Oldham,18
2115,(place 1230),Tameside,(place 1230),Tameside,2
1987,(house 620),Manchester,(place 1229),Tameside,17
2102,(house 1196),Tameside,(house 1196),Tameside,2
3199,(place 1228),Bury,(house 755),Oldham,18
2489,(place 1227),Bury,(place 1232),Oldham,19
3350,(place 1229),Tameside,(place 1229),Tameside,2
2134,(place 1230),Tameside,(place 1230),Tameside,2
1836,(place 1230),Tameside,(house 527),Manchester,19
2761,(place 1227),Bury,(place 1236),Salford,42
1707,(house 543),Manchester,(house 543),Manchester,2
2685,(place 1235),Salford,(house 351),Trafford,51
2084,(place 1229),Tameside,(house 1154),Tameside,10
2188,(place 1230),Tameside,(place 1230),Tameside,2
2281,(house 1201),Tameside,(place 1229),Tameside,12
2368,(place 1232),Oldham,(house 858),Bury,23
2045,(place 1230),Tameside,(place 1230),Tameside,2
2127,(place 1229),Tameside,(house 1123),Tameside,10
2994,(place 1226),Manchester,(place 1236),Salford,26
1417,(place 1231),Oldham,(house 215),Salford,36
2319,(place 1227),Bury,(place 1227),Bury,2
3230,(place 1231),Oldham,(place 1234),Rochdale,60
1342,(place 1235),Salford,(place 1235),Salford,2
2261,(house 1089),Tameside,(house 1089),Tameside,2
2016,(place 1230),Tameside,(house 1209),Tameside,25
1939,(place 1234),Rochdale,(place 1234),Rochdale,2
1935,(place 1236),Salford,(place 1236),Salford,2
2249,(place 1229),Tameside,(house 1099),Tameside,6
1815,(place 1229),Tameside,(house 633),Manchester,11
3339,(house 844),Oldham,(house 844),Oldham,2
1698,(place 1236),Salford,(place 1236),Salford,2
3329,(place 1228),Bury,(place 1228),Bury,2
2682,(place 1237),Trafford,(place 1236),Salford,20
3188,(place 1231),Oldham,(house 784),Oldham,6
2169,(place 1225),Manchester,(place 1225),Manchester,2
2225,(place 1230),Tameside,(place 1230),Tameside,2
3295,(place 1238),Trafford,(place 1235),Salford,39
2991,(place 1228),Bury,(place 1233),Rochdale,45
2148,(house 1113),Tameside,(house 1113),Tameside,2
3346,(place 1233),Rochdale,(place 1233),Rochdale,2
2184,(place 1225),Manchester,(place 1225),Manchester,2
3324,(place 1231),Oldham,(place 1236),Salford,47
2180,(place 1225),Manchester,(house 1220),Tameside,12
2164,(place 1225),Manchester,(place 1229),Tameside,14
2458,(place 1232),Oldham,(place 1232),Oldham,2
2166,(house 1123),Tameside,(place 1225),Manchester,10
1708,(house 543),Manchester,(house 543),Manchester,2
2296,(house 1126),Tameside,(place 1229),Tameside,21
3367,(place 1226),Manchester,(place 1238),Trafford,32
1689,(place 1231),Oldham,(place 1231),Oldham,2
2727,(place 1236),Salford,(place 1237),Trafford,20
1863,(place 1238),Trafford,(place 1236),Salford,41
3052,(house 1061),Rochdale,(place 1232),Oldham,21
2571,(place 1236),Salford,(house 256),Trafford,21
1875,(place 1226),Manchester,(house 490),Manchester,25
3202,(place 1232),Oldham,(place 1237),Trafford,23
2044,(house 1184),Tameside,(house 1184),Tameside,2
1340,(house 218),Salford,(place 1228),Bury,20
2879,(house 1035),Rochdale,(place 1234),Rochdale,12
2626,(place 1227),Bury,(house 296),Trafford,43
2221,(place 1230),Tameside,(place 1230),Tameside,2
2429,(house 869),Bury,(place 1233),Rochdale,101
2769,(house 255),Trafford,(place 1232),Oldham,33
2121,(place 1229),Tameside,(house 1193),Tameside,6
1427,(place 1226),Manchester,(place 1236),Salford,26
2085,(place 1229),Tameside,(place 1229),Tameside,2
2982,(house 1043),Rochdale,(place 1234),Rochdale,23
2132,(place 1230),Tameside,(place 1230),Tameside,2
1837,(house 513),Manchester,(place 1230),Tameside,15
2093,(place 1229),Tameside,(house 1159),Tameside,10
1407,(place 1238),Trafford,(place 1235),Salford,30
2511,(place 1232),Oldham,(house 855),Bury,31
3244,(place 1238),Trafford,(place 1237),Trafford,12
2227,(place 1225),Manchester,(house 1215),Tameside,12
2480,(house 943),Bury,(place 1233),Rochdale,38
1335,(place 1226),Manchester,(place 1238),Trafford,25
1971,(place 1229),Tameside,(house 620),Manchester,17
1475,(place 1228),Bury,(place 1227),Bury,6
2405,(place 1238),Trafford,(house 934),Bury,26
3207,(house 844),Oldham,(place 1227),Bury,23
2777,(house 366),Trafford,(place 1238),Trafford,16
2057,(place 1230),Tameside,(house 1099),Tameside,8
1519,(place 1237),Trafford,(house 180),Salford,16
2369,(place 1236),Salford,(place 1236),Salford,2
3167,(house 813),Oldham,(place 1238),Trafford,26
1367,(place 1227),Bury,(place 1227),Bury,2
3160,(place 1238),Trafford,(place 1227),Bury,27
3318,(place 1235),Salford,(place 1227),Bury,24
2201,(house 1125),Tameside,(place 1225),Manchester,14
2053,(place 1225),Manchester,(place 1225),Manchester,2
2243,(house 1216),Tameside,(place 1225),Manchester,16
2278,(house 1215),Tameside,(place 1230),Tameside,8
3371,(place 1231),Oldham,(place 1233),Rochdale,12
2795,(place 1234),Rochdale,(place 1235),Salford,42
2145,(place 1230),Tameside,(house 1219),Tameside,17
2434,(place 1232),Oldham,(place 1228),Bury,47
1757,(place 1235),Salford,(place 1236),Salford,7
1419,(place 1226),Manchester,(place 1236),Salford,26
1693,(place 1227),Bury,(place 1231),Oldham,25
2959,(place 1236),Salford,(place 1227),Bury,25
2668,(place 1226),Manchester,(place 1231),Oldham,45
2785,(place 1236),Salford,(place 1232),Oldham,28
2048,(place 1229),Tameside,(house 1213),Tameside,6
3357,(place 1234),Rochdale,(house 803),Oldham,20
3218,(house 792),Oldham,(place 1237),Trafford,28
2127,(house 1123),Tameside,(house 1123),Tameside,2
1480,(house 170),Salford,(place 1236),Salford,8
3229,(house 752),Oldham,(place 1228),Bury,29
2270,(place 1229),Tameside,(house 1149),Tameside,9
2851,(place 1228),Bury,(house 1026),Rochdale,52
2208,(place 1225),Manchester,(house 1089),Tameside,15
2317,(house 955),Bury,(place 1231),Oldham,35
3297,(place 1225),Manchester,(place 1230),Tameside,15
1787,(place 1227),Bury,(place 1226),Manchester,38
2511,(house 855),Bury,(house 855),Bury,2
2240,(house 1164),Tameside,(place 1230),Tameside,15
3291,(house 811),Oldham,(place 1234),Rochdale,16
2169,(place 1225),Manchester,(place 1225),Manchester,2
1708,(house 543),Manchester,(house 543),Manchester,2
1903,(place 1228),Bury,(place 1226),Manchester,42
1797,(house 692),Manchester,(place 1227),Bury,9
1728,(place 1232),Oldham,(place 1226),Manchester,37
2121,(house 1193),Tameside,(house 1193),Tameside,2
2115,(place 1230),Tameside,(place 1230),Tameside,2
2148,(house 1113),Tameside,(house 1113),Tameside,2
2994,(place 1236),Salford,(place 1236),Salford,2
2207,(place 1229),Tameside,(house 1110),Tameside,8
1418,(place 1233),Rochdale,(place 1232),Oldham,24
3277,(place 1230),Tameside,(place 1229),Tameside,43
1351,(house 189),Salford,(place 1233),Rochdale,44
2131,(house 1145),Tameside,(house 1145),Tameside,2
3385,(place 1225),Manchester,(house 777),Oldham,17
2843,(place 1228),Bury,(place 1235),Salford,26
3008,(house 1034),Rochdale,(place 1233),Rochdale,12
2663,(place 1231),Oldham,(house 384),Trafford,31
2777,(place 1238),Trafford,(place 1238),Trafford,2
2275,(place 1232),Oldham,(place 1228),Bury,22
2992,(house 1009),Rochdale,(place 1232),Oldham,35
1376,(house 163),Salford,(house 163),Salford,2
2184,(place 1225),Manchester,(place 1225),Manchester,2
2373,(place 1237),Trafford,(place 1232),Oldham,32
2222,(place 1230),Tameside,(place 1230),Tameside,2
3302,(place 1228),Bury,(place 1237),Trafford,23
2266,(house 1140),Tameside,(place 1230),Tameside,14
1598,(house 695),Manchester,(place 1230),Tameside,18
2225,(place 1230),Tameside,(place 1230),Tameside,2
2190,(house 1184),Tameside,(place 1229),Tameside,8
2016,(house 1209),Tameside,(house 1209),Tameside,2
1449,(house 112),Salford,(place 1238),Trafford,102
3359,(house 846),Oldham,(place 1237),Trafford,102
2213,(house 1158),Tameside,(place 1230),Tameside,10
1836,(house 527),Manchester,(house 527),Manchester,2
1331,(place 1227),Bury,(place 1226),Manchester,25
2276,(place 1229),Tameside,(house 1171),Tameside,9
3155,(place 1227),Bury,(place 1236),Salford,23
3148,(place 1230),Tameside,(place 1225),Manchester,15
2978,(place 1232),Oldham,(place 1226),Manchester,61
2231,(place 1229),Tameside,(place 1230),Tameside,17
2751,(place 1237),Trafford,(place 1227),Bury,21
1609,(place 1225),Manchester,(house 433),Manchester,4
2982,(place 1234),Rochdale,(place 1234),Rochdale,2
3202,(place 1237),Trafford,(place 1237),Trafford,2
2044,(house 1184),Tameside,(house 1184),Tameside,2
2164,(place 1229),Tameside,(place 1229),Tameside,2
2095,(place 1225),Manchester,(house 1096),Tameside,13
1928,(place 1234),Rochdale,(house 571),Manchester,33
2543,(place 1233),Rochdale,(place 1232),Oldham,20
2778,(place 1234),Rochdale,(place 1236),Salford,42
